,0
1693,AGPAT3
1694,TAF3
1695,LCOR
1696,CD2AP
1697,GLTP
1698,FAM126B
1699,SP1
1700,RBM28
1701,IFT57
1702,AGPAT5
1703,SOS1
1704,TACC3
1705,XPO7
1706,SNX29
1707,GALNT3
1708,CCDC43
1709,KIDINS220
1710,RBM15
1711,C12orf43
1712,AGO1
1713,ZNF335
1714,GART
1715,PGM2
1716,NUP54
1717,OSBPL11
1718,MAPK14
1719,ITPK1
1720,NAA25
1721,CMAS
1722,COCH
1723,GSK3B
1724,HIST1H2BH
1725,GOLGA8B
1726,CD86
1727,CLSPN
1728,KLC1
1729,SENP5
1730,ANKHD1
1731,MECP2
1732,TNFSF10
1733,NDUFAF5
1734,MCRIP1
1735,CUL5
1736,CMTM7
1737,CASP6
1738,SPOPL
1739,RDH11
1740,RAP2A
1741,MAP7D3
1742,TMEM199
1743,TMEM203
1744,POLD3
1745,SNX18
1746,MT-TM
1747,DPP3
1748,MLXIP
1749,COMMD2
1750,SMIM10L1
1751,IL17RA
1752,EXOSC2
1753,RP9
1754,JAK2
1755,RBL1
1756,EP400
1757,THAP1
1758,LASP1
1759,MMS22L
1760,CISD3
1761,MTRF1L
1762,ISG20L2
1763,PTPN22
1764,UHRF1BP1L
1765,CZIB
1766,AC118549.1
1767,INO80D
1768,KMT5A
1769,PQLC1
1770,OSBPL10
1771,WDFY1
1772,RPS6KA5
1773,RPAP2
1774,SLK
1775,CNST
1776,SFT2D2
1777,TOR1AIP1
1778,MGAT4A
1779,YRDC
1780,NUP62
1781,FAM215B
1782,GPRC5D
1783,HIST1H3F
1784,PARG
1785,CEP170
1786,RNF220
1787,FAS
1788,PPP3R1
1789,MITD1
1790,YLPM1
1791,PAK1
1792,EMG1
1793,CYB561A3
1794,CRLF3
1795,C5orf24
1796,EPC2
1797,RUNX2
1798,ELOVL5
1799,SMIM30
1800,MBOAT7
1801,TAF2
1802,CNP
1803,YY1AP1
1804,APOL2
1805,PRPSAP1
1806,HDAC8
1807,NDE1
1808,MFSD1
1809,RABEP1
1810,AC004951.1
1811,USP24
1812,PLCL2
1813,OAS1
1814,RDH13
1815,FTX
1816,REXO1
1817,ZNF407
1818,PYM1
1819,HTT
1820,PIK3C2A
1821,FGD2
1822,SNAP23
1823,TNFRSF1B
1824,PUM2
1825,CEP95
1826,PBXIP1
1827,PRIM1
1828,UNC13D
1829,ANTXR2
1830,YTHDC2
1831,S1PR1
1832,CARS2
1833,ZDHHC21
1834,RAB35
1835,LZTFL1
1836,RC3H1
1837,TRMT6
1838,TRPV2
1839,RAP1GDS1
1840,ATP6V1H
1841,PANK3
1842,GTF3C4
1843,DHX38
1844,TERF2
1845,ZMYM2
1846,DHPS
1847,SMAD2
1848,PPTC7
1849,DDX51
1850,LGALS8
1851,FLAD1
1852,BCL10
1853,GIT2
1854,CCNY
1855,SYNE3
1856,VTA1
1857,WDR12
1858,DCK
1859,R3HDM2
1860,WBP4
1861,TMEM138
1862,TMEM131L
1863,SOCS4
1864,CEP135
1865,ADAM8
1866,VPS26A
1867,FBXW11
1868,USP12
1869,MSH3
1870,AP1S1
1871,SLC6A6
1872,SNRNP35
1873,TIMM22
1874,PDPR
1875,SMIM4
1876,PDCD2L
1877,SIRT7
1878,PDRG1
1879,GSR
1880,CHMP3
1881,MDN1
1882,MNAT1
1883,RUFY1
1884,DCAF11
1885,UPF3B
1886,MAP3K4
1887,ATAD1
1888,CSNK1G1
1889,WDR45B
1890,TRIM44
1891,NOM1
1892,GPN1
1893,ZDHHC24
1894,NFXL1
1895,GRK5
1896,IRF9
1897,R3HCC1L
1898,STXBP3
1899,BORCS8
1900,EMB
1901,AMDHD2
1902,SHPRH
1903,PLEKHM2
1904,FASTKD2
1905,MTX3
1906,MGME1
1907,LYPLAL1
1908,JPX
1909,EXOG
1910,E2F2
1911,CHUK
1912,PRKX
1913,MTHFD2L
1914,HIST1H2AH
1915,MTPAP
1916,LONRF1
1917,RPS27AP16
1918,KRI1
1919,PGAM5
1920,FTSJ3
1921,YARS2
1922,DENND3
1923,MAP3K3
1924,HERC4
1925,VPS41
1926,CSKMT
1927,PRKAA1
1928,SLF2
1929,PLEKHB2
1930,TSC22D4
1931,MYD88
1932,ATAD5
1933,SIPA1
1934,OXSR1
1935,CHPT1
1936,MAN2A2
1937,TLNRD1
1938,SNX27
1939,CDCA4
1940,AL022311.1
1941,PDE12
1942,BORCS5
1943,PLIN2
1944,DPF2
1945,DHX37
1946,ABCC1
1947,MRPL30
1948,MON1B
1949,PHC2
1950,NECAP1
1951,DLST
1952,PRKAG2
1953,FDXR
1954,CXCR3
1955,FBRS
1956,SMARCAD1
1957,VCPIP1
1958,DMXL1
1959,REC8
1960,VRK2
1961,ATG14
1962,C2orf49
1963,ARHGAP42
1964,ACTR6
1965,DIP2B
1966,DGKD
1967,ZMYM4
1968,RBL2
1969,TMED8
1970,WWP1
1971,NOL12
1972,SEMA4B
1973,BCL7B
1974,ABHD14B
1975,TBRG4
1976,SFI1
1977,MIF4GD
1978,CLN5
1979,ATP6V1B2
1980,PLEKHA2
1981,FRA10AC1
1982,TAF8
1983,RILPL2
1984,PPP2R5A
1985,WDR3
1986,BTBD10
1987,NAT10
1988,SOAT1
1989,MCM9
1990,RPS23P8
1991,ZDHHC5
1992,ZNF271P
1993,SAP30
1994,ARL4A
1995,LEMD2
1996,ZDHHC17
1997,C2orf69
1998,TYROBP
1999,CENPH
2000,TRMT13
2001,SUSD3
2002,RNF138
2003,MARF1
2004,FBXL5
2005,RNF166
2006,MBNL3
2007,PATL1
2008,TM2D1
2009,METTL8
2010,ZBTB11
2011,ROCK2
2012,ZHX1
2013,DYRK1A
2014,SNX14
2015,OTUD4
2016,HMGXB4
2017,CNOT8
2018,ITPR1
2019,MFSD14C
2020,PEX26
2021,SCAF4
2022,SLC25A37
2023,STAG3L3
2024,ARMT1
2025,IMPA1
2026,APC
2027,ZEB1
2028,RDH14
2029,FIGNL1
2030,CEP290
2031,RMND1
2032,NECAP2
2033,STIM1
2034,WWC3
2035,PAWR
2036,CDK5RAP2
2037,BRWD3
2038,ZNF507
2039,GLUL
2040,CDK9
2041,KIF3A
2042,SENP1
2043,CENPL
2044,ZC3H8
2045,PUS7
2046,ZDHHC18
2047,DDX19B
2048,MARCH5
2049,FBXO3
2050,SRFBP1
2051,XPC
2052,CAPN15
2053,UXS1
2054,TEDC1
2055,MTA2
2056,DGKZ
2057,MTMR12
2058,ZCCHC9
2059,DDX10
2060,AGO3
2061,SLC4A7
2062,SSBP4
2063,AC002558.3
2064,RAD51-AS1
2065,AIDA
2066,ARL2
2067,ARL6IP6
2068,RFWD3
2069,HIST1H2AM
2070,CHMP6
2071,ARL8A
2072,GPN2
2073,AC025678.3
2074,PCK2
2075,TBC1D9B
2076,VPS11
2077,SLC12A9
2078,LYRM7
2079,THEM4
2080,USF3
2081,CHAF1A
2082,PTMS
2083,WDR55
2084,SH3BP2
2085,TRIM38
2086,POGK
2087,RBMX2
2088,CBR4
2089,DENND4B
2090,RCOR1
2091,POLK
2092,DIS3L
2093,FBXO11
2094,CHMP4A
2095,GCLC
2096,ZNF430
2097,ARHGAP11A
2098,ENOX2
2099,EEF1AKMT4
2100,WDR11
2101,RRP8
2102,ALKBH4
2103,FAM27C
2104,ALG11
2105,AGTRAP
2106,JAK3
2107,EXOC7
2108,ZDHHC6
2109,BPNT1
2110,AP5S1
2111,QRSL1
2112,C21orf91
2113,PHF12
2114,MICAL3
2115,CLUH
2116,PDLIM5
2117,CCND3
2118,PLXNC1
2119,SLC2A3
2120,EHMT2
2121,OGFOD1
2122,AC092683.1
2123,TBC1D5
2124,GATAD2B
2125,MRPS17
2126,RARA
2127,SBF1
2128,MSRB1
2129,TOP2A
2130,RUFY2
2131,PSMC3IP
2132,GMEB1
2133,ZC3H7B
2134,CLCN7
2135,PIK3CB
2136,SPAST
2137,TRAF2
2138,WIPF2
2139,NKAPD1
2140,GPR15
2141,LRRC57
2142,BROX
2143,EIF1AD
2144,AKAP11
2145,DDAH2
2146,LATS1
2147,ATXN3
2148,AP2A2
2149,C9orf85
2150,C12orf4
2151,UTP4
2152,BNIP1
2153,INTS8
2154,TYW5
2155,COA7
2156,ATG16L2
2157,CENPV
2158,MFSD14B
2159,MICB
2160,AC008124.1
2161,PPP1R9B
2162,ASH2L
2163,TIPIN
2164,USP5
2165,MED11
2166,ZYG11B
2167,DYNLL2
2168,CSTF1
2169,NTPCR
2170,MSL2
2171,SYNC
2172,PIBF1
2173,FKBP15
2174,CCNB1IP1
2175,DALRD3
2176,PML
2177,PPM1B
2178,ZBTB20
2179,TMEM43
2180,VPS26C
2181,UBR1
2182,SPRYD7
2183,GNA12
2184,MSH2
2185,CARD19
2186,CEP192
2187,PPP4R1
2188,RPL10P9
2189,TRIM37
2190,ZNF721
2191,TDRD3
2192,ZMIZ1
2193,AC139887.2
2194,DENND1A
2195,FCF1
2196,TEX9
2197,PAXIP1
2198,TP53BP2
2199,AGTPBP1
2200,RANBP6
2201,RHOT1
2202,KDM5C
2203,C19orf66
2204,VPS13D
2205,MORC3
2206,AGPAT2
2207,SLC9B2
2208,WASHC2A
2209,NSMAF
2210,E2F3
2211,NUFIP1
2212,GGA3
2213,ZDHHC7
2214,SCAF8
2215,DDX59
2216,ZNF431
2217,TP53
2218,NUDCD3
2219,NSUN3
2220,ETAA1
2221,PLAGL2
2222,ARHGAP27
2223,GMPS
2224,TMEM167B
2225,ABRAXAS2
2226,HEATR5B
2227,RAD18
2228,C17orf80
2229,SPRTN
2230,AC009403.1
2231,C18orf25
2232,MR1
2233,ATG2A
2234,TBC1D10B
2235,NAA30
2236,IKZF5
2237,RBM41
2238,PUS1
2239,SGMS1
2240,CASP8AP2
2241,TADA2B
2242,CD3EAP
2243,POLA2
2244,TSEN54
2245,UTRN
2246,GPAT4
2247,ERI1
2248,ATP2B1-AS1
2249,CHAMP1
2250,MATR3-1
2251,CLIP4
2252,DPH5
2253,CCP110
2254,PDCL
2255,NIPSNAP3A
2256,PRMT3
2257,STK39
2258,ARHGAP21
2259,RPP40
2260,ASAP1
2261,CNOT6
2262,NCOA1
2263,ZBED5
2264,ZNF195
2265,SPATA5
2266,ABHD2
2267,RRN3
2268,POLR3C
2269,NDRG3
2270,EPB41L2
2271,CXorf38
2272,MIGA1
2273,PPARGC1B
2274,TRAPPC2
2275,SKA1
2276,SIRT6
2277,FOXO1
2278,POLR1A
2279,RBM27
2280,PURB
2281,TRAK2
2282,EXOC3
2283,IGHMBP2
2284,WDR41
2285,TRAK1
2286,VPS13B
2287,JPT2
2288,B3GNT2
2289,MBD6
2290,RPL39P3
2291,ABHD13
2292,LINS1
2293,TOP3A
2294,MBP
2295,RNPC3
2296,ZNF480
2297,PGGT1B
2298,STRN4
2299,NEK1
2300,RAP2C
2301,UBXN2B
2302,PTPN12
2303,TAZ
2304,BLCAP
2305,CBWD3
2306,STK26
2307,HIRA
2308,RBM48
2309,HAUS6
2310,C17orf49
2311,ESRRA
2312,SLC16A7
2313,AFMID
2314,SNUPN
2315,G2E3
2316,EMC3-AS1
2317,PSD4
2318,FEM1B
2319,GMIP
2320,SBNO2
2321,RNF38
2322,LINC01089
2323,KLHL8
2324,HSPA14
2325,UBXN6
2326,PDCD6
2327,FBXO34
2328,TAPT1
2329,DNAJC5
2330,ACYP1
2331,YEATS2
2332,ST3GAL1
2333,KDM3B
2334,FANCD2
2335,CCDC115
2336,HEATR3
2337,TRIOBP
2338,AKAP10
2339,RNF111
2340,SPG11
2341,POLR2M
2342,COX15
2343,PET117
2344,ZNF143
2345,USP37
2346,MARCH2
2347,AP1G2
2348,THUMPD2
2349,SMG5
2350,ATP8A1
2351,LPCAT3
2352,COX10
2353,SNHG20
2354,UBE2D1
2355,IFT52
2356,SNRNP48
2357,BCL2L13
2358,BTN2A1
2359,HMBOX1
2360,NUP85
2361,AGL
2362,RALGAPB
2363,ELK4
2364,STX2
2365,BLVRA
2366,C5orf30
2367,DGKE
2368,CMIP
2369,LRP8
2370,IL12RB1
2371,AEBP2
2372,PERP
2373,POLA1
2374,STIL
2375,TFPT
2376,PIK3C3
2377,NHLRC2
2378,SFMBT1
2379,CASP2
2380,ASB1
2381,EIF3C
2382,TMEM189
2383,RF00003-10
2384,TOE1
2385,PTPRE
2386,MANEA-DT
2387,MED15
2388,POR
2389,MYADM
2390,UCK1
2391,AC006001.3
2392,THOC5
2393,ATF7-1
2394,LANCL2
2395,HDAC10
2396,PLEKHM1
2397,DUS2
2398,ANKRD36BP1
2399,TNKS
2400,ZMIZ2
2401,SLC37A1
2402,MAPKAPK3
2403,SNX13
2404,BIN3
2405,MDM1
2406,SPIDR
2407,ZNF609
2408,HIST1H2AK
2409,CMTR1
2410,WWP2
2411,SIN3B
2412,SMIM8
2413,TP53BP1
2414,FOXK1
2415,ZNF277
2416,USP46
2417,C2CD5
2418,HPS3
2419,AL133453.1
2420,CEPT1
2421,ENPP4
2422,PRR12
2423,INTS5
2424,E2F1
2425,LRRC42
2426,UNC119
2427,FCMR
2428,USPL1
2429,CERS5
2430,KMT2D
2431,RPL13P12
2432,NIPAL3
2433,KDM5B
2434,FBXO38
2435,CKAP2L
2436,ANKRD52
2437,SEPT7P2
2438,STRN
2439,VEZF1
2440,TELO2
2441,UHRF1
2442,PWWP3A
2443,PEX1
2444,LINC02001
2445,POLE
2446,TRMT11
2447,EML6
2448,ACACA
2449,CARD8-AS1
2450,MORC2
2451,PPP1R12B
2452,LIX1L
2453,TP53RK
2454,ZCCHC3
2455,CRYZL1
2456,GLMN
2457,TRAPPC13
2458,MLLT1
2459,IKBKG
2460,DNAAF5
2461,MGA
2462,HCFC2
2463,KCTD5
2464,FOXP1
2465,AC012360.3
2466,HIST3H2A
2467,PRAF2
2468,UQCC1
2469,AFG3L1P
2470,PRPF39
2471,ABCC4
2472,ATXN1L
2473,ZNF827
2474,ZGRF1
2475,CCDC93
2476,TRMT1L
2477,TUBGCP4
2478,ALMS1
2479,RNVU1-19
2480,MHENCR
2481,ASPH
2482,DROSHA
2483,CEP164
2484,TRIP4
2485,ECD
2486,TRMT61B
2487,DIS3L2
2488,EZH1
2489,GPT2
2490,SNHG10
2491,SPPL2B
2492,PEX19
2493,PNPO
2494,DOK2
2495,RBSN
2496,TPK1
2497,ZUP1
2498,EID2
2499,STYX
2500,RBM45
2501,ORC4
2502,ELK1
2503,MIIP
2504,DCPS
2505,NUDT1
2506,HMGB3
2507,TIMM10
2508,IGHG4
2509,CENPW
2510,CKS1B
2511,PTTG1
2512,SPTBN1
2513,PDLIM1
2514,LSM4
2515,TFDP1
2516,SNRNP25
2517,FABP5
2518,BRI3BP
2519,HIBCH
2520,SMC2
2521,RPL26L1
2522,GGH
2523,MAD2L1
2524,VDAC3
2525,ISOC2
2526,RPA3
2527,TYMS
2528,PCLAF
2529,DTYMK
2530,MTCH2
2531,MRPL27
2532,TMPO
2533,MRPL13
2534,PHF19
2535,DAZAP1
2536,RBM47
2537,CENPX
2538,PAICS
2539,BOLA3
2540,EBPL
2541,UBE2T
2542,CDKN3
2543,SKA2
2544,STMN1
2545,MRPL11
2546,VRK1
2547,YIF1B
2548,ALYREF
2549,NME2
2550,EI24
2551,FH
2552,SNRPA
2553,NUDCD2
2554,FAM207A
2555,GLRX5
2556,BIRC5
2557,NUTF2
2558,CBX5
2559,HMGA1
2560,EBNA1BP2
2561,CTNNAL1
2562,MRPL4
2563,AHCY
2564,MYBL2
2565,MRPL15
2566,NUDT5
2567,RABL6
2568,LRR1
2569,CAV1
2570,MRPL16
2571,MRPL19
2572,NUSAP1
2573,SSRP1
2574,POLR2H
2575,NCAPD3
2576,MRPL28
2577,CENPH
2578,MRPL17
2579,SHCBP1
2580,IGHGP
2581,GCSH
2582,DDX39A
2583,TMEM106C
2584,VPS25
2585,TK1
2586,DUT
2587,MCM7
2588,CENPU
2589,CCT5
2590,VARS
2591,HELLS
2592,SMC4
2593,MRPL37
2594,MKI67
2595,KIF20B
2596,CCDC34
2597,TSEN15
2598,MRPS23
2599,MCM3
2600,EIF1AY
2601,RAD51AP1
2602,CSRP1
2603,EEF1E1
2604,ZWINT
2605,RRM1
2606,PCNA
2607,GGCT
2608,PSMD1
2609,TRAP1
2610,KIF11
2611,PAFAH1B3
2612,CMSS1
2613,GINS2
2614,DCUN1D5
2615,POLD2
2616,MCM5
2617,HIST1H1B
2618,MRPL12
2619,MAGOHB
2620,ADA
2621,CKS2
2622,DHFR
2623,TOP2A
2624,CSE1L
2625,GMNN
2626,TROAP
2627,POP7
2628,FEN1
2629,IL6R
2630,NSD2
2631,MRPL58
2632,ACAT2
2633,ASPM
2634,PPP5C
2635,HIST1H2AG
2636,TESC
2637,CENPF
2638,FANCI
2639,BUB1
2640,RFC3
2641,CEP128
2642,NUF2
2643,CLSPN
2644,KHSRP
2645,WDR4
2646,RUVBL2
2647,HMMR
2648,CDK1
2649,ATAD5
2650,NTHL1
2651,CHEK1
2652,BCL2L12
2653,RAD51C
2654,PRC1
2655,UQCC3
2656,ORC6
2657,EIF2B3
2658,DNMT1
2659,TPX2
2660,DLGAP5
2661,RFC4
2662,C12orf75
2663,HIST1H3B
2664,ARHGAP11A
2665,LIG1
2666,KNL1
2667,CCNA2
2668,HMBS
2669,HADH
2670,NCAPH
2671,SSPN
2672,NPM3
2673,CISD1
2674,EMC9
2675,ATAD3A
2676,EZH2
2677,CCNB2
2678,CEP97
2679,MIS18A
2680,BUB1B
2681,ITGB3BP
2682,PPIH
2683,SEPHS1
2684,CENPN
2685,NET1
2686,DNAJC9
2687,DIAPH3
2688,TOPBP1
2689,CHAC2
2690,MRPS35
2691,RUVBL1
2692,HIST1H2AL
2693,NDC80
2694,AURKB
2695,SPC25
2696,MRPL35
2697,MYCBP
2698,BRCA1
2699,NCAPD2
2700,CCDC43
2701,RBFA
2702,RNASE6
2703,SNRNP40
2704,UBE2C
2705,PSMG1
2706,MRPL39
2707,CENPK
2708,PXMP2
2709,GTSE1
2710,SAC3D1
2711,FKBP14
2712,CCND2
2713,NCAPG2
2714,UCK2
2715,RBBP8
2716,NABP2
2717,GOT2
2718,CHAF1A
2719,DLEU2
2720,C20orf27
2721,NUP37
2722,FANCA
2723,C19orf48
2724,RRM2
2725,CENPJ
2726,CDKN2A
2727,MTX2
2728,MTIF2
2729,ATAD2
2730,DCTPP1
2731,CDC6
2732,MCM4
2733,HIRIP3
2734,ZWILCH
2735,LYRM4
2736,MRTO4
2737,BLM
2738,ENDOG
2739,MMS22L
2740,HAUS1
2741,TRIP13
2742,MRPS27
2743,PBK
2744,SEPT10
2745,LPCAT4
2746,MRPS9
2747,CEP55
2748,LMNB1
2749,CENPE
2750,CKAP2
2751,SAMD1
2752,EXOSC3
2753,ASRGL1
2754,CIP2A
2755,UCHL3
2756,BZW2
2757,AIFM2
2758,POLQ
2759,POLR3K
2760,RCC1L
2761,HINT2
2762,TBC1D7
2763,HIST1H3G
2764,DTL
2765,NOMO1
2766,CDT1
2767,TTF2
2768,SASS6
2769,SPDL1
2770,GSTZ1
2771,MCM6
2772,PRR11
2773,CTPS1
2774,MRPS28
2775,DEPDC1B
2776,GAR1
2777,THOP1
2778,RCC1
2779,PKMYT1
2780,LIMD1
2781,AL441992.1
2782,MSRB2
2783,PARPBP
2784,SGO1
2785,FOXM1
2786,EXOSC5
2787,OSBPL10
2788,CENPA
2789,ASF1B
2790,RACGAP1
2791,RFC2
2792,CCNB1
2793,MRPS24
2794,WDR34
2795,HIST2H2AC
2796,TCF19
2797,CHCHD4
2798,MCM2
2799,CDC20
2800,NDC1
2801,TUBG1
2802,SH2B2
2803,ANKRD16
2804,VEGFA
2805,CDCA3
2806,ESCO2
2807,CENPP
2808,CKAP5
2809,ECT2
2810,KNSTRN
2811,KIFC1
2812,PPAT
2813,KIF15
2814,HJURP
2815,CDCA5
2816,WDR76
2817,OAF
2818,RAD18
2819,AIMP2
2820,TMEM97
2821,DDX11
2822,CDC45
2823,COQ5
2824,AURKA
2825,MTHFD1L
2826,TST
2827,NCAPG
2828,TIMM8A
2829,SKA3
2830,OAS2
2831,GUF1
2832,POC1A
2833,CDCA8
2834,GINS4
2835,PAM16
2836,HSPA14-1
2837,FASTKD1
2838,AFMID
2839,SPAG5
2840,KIF4A
2841,SKA1
2842,FAM104B
2843,TIMELESS
2844,CENPV
2845,MX1
2846,CEP152
2847,HIST1H2BH
2848,ZNF714
2849,SGO2
2850,FANCG
2851,ATAD3B
2852,RFC5
2853,MSH2
2854,CEP57L1
2855,TEDC1
2856,RCCD1
2857,BORCS8
2858,NOP16
2859,MCM10
2860,SLC43A3
2861,PIF1
2862,CLN6
2863,FARP2
2864,WDR12
2865,VARS2
2866,NUP188
2867,C17orf49
2868,POLD3
2869,FBXO5
2870,AC106897.1
2871,MTA3
2872,NTPCR
2873,NDUFV2P1
2874,CDCA2
2875,FANCD2
2876,APOBEC3B
2877,UQCRHL
2878,E2F2
2879,CSTF3
2880,RIDA
2881,CHEK2
2882,PLK1
2883,GALE
2884,INCENP
2885,BFSP2
2886,HIST1H2AJ
2887,TIPIN
2888,DHX33
2889,IGKV1-5
2890,FOSB
2891,SLPI
2892,HSPA1A
2893,HSPA1B
2894,DEFB1
2895,MUC7
2896,WFDC2
2897,TIMP1
2898,IGHA2
2899,AHNAK
2900,LCN2
2901,FDCSP
2902,ZG16B
2903,DNAJB1
2904,TNFAIP3
2905,LMNA
2906,KRT7
2907,SPP1
2908,NR4A1
2909,AC020916.1
2910,CD44
2911,AZGP1
2912,HSPB1
2913,RAB11FIP1
2914,S100A6
2915,CD24
2916,PIGR
2917,S100A11
2918,PAIP2B
2919,KRT19
2920,CLU
2921,EGR1
2922,TACSTD2
2923,ATF3
2924,HSPH1
2925,MT-TS2
2926,ZFP36L1
2927,RNASET2
2928,CST3
2929,LTF
2930,IL6ST
2931,CLDN4
2932,SOD2
2933,CRYBG3
2934,THBS1
2935,PIP
2936,SAA1
2937,CXCL8
2938,MMP7
2939,BCL2
2940,TNFRSF18
2941,GADD45B
2942,TM4SF1
2943,CDKN1A
2944,PERP
2945,KRT8
2946,GPM6A
2947,CXCL2
2948,TIPARP
2949,PCMTD1
2950,CTSD
2951,CD9
2952,ARHGAP18
2953,FCGRT
2954,PPP1R15B
2955,C3
2956,RASGEF1B
2957,CD14
2958,IER3
2959,MERTK
2960,ICAM1
2961,S100A4
2962,FAM129A
2963,SLC25A37
2964,NCOA7
2965,KRT18
2966,SMPDL3B
2967,TTLL7
2968,ELF3
2969,DST
2970,CARMIL1
2971,KRT17
2972,BAG3
2973,AC005261.1
2974,CTSB
2975,EVA1B
2976,CCL28
2977,SPATS2L
2978,KLF4
2979,MT-TE
2980,BBX
2981,RUNX2
2982,QPRT
2983,JMJD1C
2984,SLC5A3
2985,STATH
2986,NAMPT
2987,ALDH1A3
2988,TBCEL
2989,DDX3Y
2990,CRISP3
2991,SLC22A17
2992,MAFF
2993,CLDN3
2994,CSRNP1
2995,SPINT2
2996,CADPS2
2997,SDC4
2998,KRT23
2999,CCL3
3000,KLF9
3001,ANKRD37
3002,IRF2BP2
3003,MIDN
3004,AMPD1
3005,MTUS1
3006,PARP14
3007,AC016831.5
3008,JSRP1
3009,MGST3
3010,SYNGR1
3011,RHOBTB3
3012,MIR29B2CHG
3013,GLUL
3014,RARRES1
3015,TSC22D1
3016,BRI3
3017,SERPINB6
3018,TARSL2
3019,MGP
3020,PLAUR
3021,ARHGAP5
3022,PTPRF
3023,MLLT3
3024,TMEM45A
3025,MYADM
3026,CREBRF
3027,NUPR1
3028,BHLHE40
3029,LY96
3030,TCEAL3
3031,LGALS3
3032,MT-TK
3033,GADD45A
3034,SCGB3A1
3035,DSP
3036,ELK3
3037,NFIB
3038,DUSP23
3039,SPINT1
3040,GPR15
3041,TFCP2L1
3042,LINC02362
3043,BLVRB
3044,P4HA1
3045,TNFAIP2
3046,CERCAM
3047,RNASE1
3048,BAZ2B
3049,ZNF358
3050,TCEAL4
3051,DEPTOR
3052,NFIC
3053,PRDM2
3054,CLMN
3055,CXCL3
3056,CNN3
3057,SOX4
3058,PLTP
3059,AC005261.5
3060,UTRN
3061,SAMD12
3062,CTHRC1
3063,MIR155HG
3064,CD40
3065,RN7SL2
3066,TCEAL9
3067,TIMP2
3068,FOXO3
3069,STARD10
3070,MUC1
3071,APP
3072,CD59
3073,NR4A2
3074,P4HA2
3075,ODAM
3076,ITGA6
3077,SMIM14
3078,KCNQ1OT1
3079,TNFRSF4
3080,ARID1B
3081,ANXA1
3082,BMI1
3083,MAML2
3084,KDM6B
3085,ADAM28
3086,KLHL6
3087,CRYAB
3088,FNBP1
3089,TET1
3090,PCYOX1
3091,RGCC
3092,MOB3A
3093,PKP2
3094,UBL3
3095,ATP1B1
3096,TSHZ2
3097,RTN4
3098,PTMS
3099,HSPA6
3100,ITPRIPL2
3101,GSN
3102,C1QB
3103,DAAM1
3104,RASGRP3
3105,ZNF331
3106,LDLR
3107,MYO6
3108,CEBPD
3109,SERPINB1
3110,CCDC6
3111,RORA
3112,S100A13
3113,ZBTB43
3114,FBP1
3115,ADGRE5
3116,TSPO
3117,RAB13
3118,ZBTB10
3119,WHRN
3120,RASSF6
3121,ARL2
3122,RPL18AP3
3123,FCRL2
3124,CEBPB
3125,RRAD
3126,YBX3
3127,CLIP1
3128,AFDN
3129,MDK
3130,JMY
3131,TOB1
3132,NR4A3
3133,EPHX1
3134,MT-TV
3135,SLC26A2
3136,BNIP3
3137,PEA15
3138,AC016831.1
3139,FAM114A1
3140,FAM13A
3141,NME4
3142,CCL4
3143,BMPR2
3144,CHPT1
3145,CXorf21
3146,WASL
3147,PAM
3148,PTTG1IP
3149,ZBTB21
3150,PDCD4
3151,SESN1
3152,MIB1
3153,MT-TP
3154,ZNF165
3155,HOMER2
3156,TRIM44
3157,IFITM3
3158,CCSAP
3159,CD151
3160,CFL2
3161,CD46
3162,ABL2
3163,RFLNB
3164,APOE
3165,AREG
3166,YES1
3167,AC021078.1
3168,MIAT
3169,LPIN1
3170,TNFSF10
3171,HIPK3
3172,HECA
3173,ELMSAN1
3174,CPD
3175,PHACTR1
3176,SKIL
3177,SPAG9
3178,PINK1
3179,FOXP1
3180,GAMT
3181,USP53
3182,WEE1
3183,TCN2
3184,AC090950.1
3185,PRNP
3186,FCRLA
3187,ZBTB20
3188,NFE2L2
3189,LINC00513
3190,LRRFIP1
3191,EHD4
3192,SETD2
3193,CDC42BPB
3194,ST3GAL6
3195,KMT2A
3196,CTNNA1
3197,PMEPA1
3198,SERINC1
3199,CAPG
3200,NDRG1
3201,DENND2C
3202,WDR45B
3203,CCDC144A
3204,APLP2
3205,DUSP4
3206,KDELR3
3207,SAMD4B
3208,SERPINB9
3209,ABCA5
3210,RALGDS
3211,RAPGEF2
3212,RBPJ
3213,IDS
3214,KLF10
3215,STOM
3216,TAGAP
3217,SYS1
3218,RBMS1
3219,KDM5B
3220,PLK3
3221,ATF7IP
3222,TMX4
3223,AIG1
3224,LACTB
3225,CSNK1G3
3226,GLIPR1
3227,MARF1
3228,SERTAD1
3229,GABARAPL1
3230,VGLL4
3231,ANKRD36C
3232,SETD7
3233,TUBA1A
3234,HIVEP2
3235,SCNN1B
3236,INSR
3237,SLCO3A1
3238,ASAP1
3239,SETX
3240,ARHGEF12
3241,MXI1
3242,KLHL24
3243,KLHL21
3244,KANK1
3245,ALCAM
3246,HLA-DOB
3247,LTBP3
3248,ZNF460
3249,LGALSL
3250,ASPH
3251,NFIL3
3252,OSBPL3
3253,TBC1D9
3254,CREBBP
3255,TSPYL2
3256,IFT57
3257,RRAGD
3258,SERTAD2
3259,CCDC144B
3260,CPQ
3261,TUG1
3262,MYO1C
3263,TNFRSF13C
3264,PBXIP1
3265,LY9
