,0
1659,NFAM1
1660,SERINC2
1661,NFAT5
1662,GPN3
1663,ZNF316
1664,PIK3CB
1665,CCDC6
1666,UBR2
1667,ATG14
1668,ANKRD28
1669,PLOD3
1670,ZNF664
1671,TEX2
1672,CDK11A
1673,HEATR3
1674,ERC1
1675,SMARCD1
1676,UNC45A
1677,OPN3
1678,TLK1
1679,UBXN11
1680,CD300A
1681,TRAPPC2B
1682,NADSYN1
1683,PLEKHM1
1684,BAD
1685,TBC1D10A
1686,U2AF2
1687,RNF169
1688,SMIM12
1689,ZC3H14
1690,FBXW11
1691,CRTC2
1692,VPS39
1693,GLRX3
1694,MKKS
1695,WRNIP1
1696,MED21
1697,VEZT
1698,MAPRE2
1699,TRPC4AP
1700,C5AR2
1701,KDM2B
1702,ITFG2
1703,MAFK
1704,ARL16
1705,NLN
1706,FGD2
1707,CAPN7
1708,MS4A14
1709,DIP2A
1710,MRPL44
1711,IRF2BPL
1712,SLC39A7
1713,EIF2B4
1714,ZNF302
1715,CHD3
1716,SCAMP3
1717,ATG5
1718,METTL17
1719,GOLT1B
1720,FBXL3
1721,ATP11A
1722,NEK4
1723,WASHC2C
1724,PES1
1725,C16orf70
1726,BX284668.5
1727,SDR39U1
1728,INO80
1729,DNAJC9
1730,ABCD1
1731,PPP1R12C
1732,UBE4B
1733,MMGT1
1734,PRR34-AS1
1735,ZNF224
1736,ELOF1
1737,DIP2B
1738,MED31
1739,PNKP
1740,ZNF770
1741,QPCT
1742,USF1
1743,TMEM11
1744,FAM214A
1745,TMED8
1746,SLC27A1
1747,ACO1
1748,SCAF1
1749,SMIM13
1750,ZNF438
1751,EXOSC4
1752,SNRPA1
1753,FEM1C
1754,SIGLEC9
1755,SLC49A4
1756,C20orf194
1757,RPS6KB1
1758,SNHG17
1759,CARS2
1760,KCNE1
1761,TMEM218
1762,RPE
1763,GTF2I
1764,MRPS25
1765,MSANTD3
1766,SREBF1
1767,PHRF1
1768,C8orf33
1769,CTU1
1770,STK32C
1771,SMIM27
1772,RIC1
1773,ILKAP
1774,EIF2B5
1775,TMEM51
1776,SAMD1
1777,TMEM37
1778,ELAC2
1779,RASSF1
1780,CYHR1
1781,FAM160B1
1782,BRD9
1783,FAM110A
1784,SLC19A1
1785,TIMM23
1786,SMARCE1
1787,HERC2
1788,TDG
1789,MADD
1790,TMEM115
1791,CHRAC1
1792,MBD6
1793,CFAP97
1794,ME1
1795,JADE1
1796,RRP1
1797,GATAD2B
1798,WDR6
1799,ERV3-1
1800,AC010642.2
1801,MGA
1802,PPP1R11
1803,NME4
1804,CCDC92
1805,MGME1
1806,SMIM4
1807,SMCR8
1808,ABCD4
1809,PITRM1
1810,DDX23
1811,ATP6V0A2
1812,AEBP2
1813,SIAH1
1814,GFPT1
1815,HRAS
1816,NKAPD1
1817,ZNF430
1818,NACC1
1819,THRA
1820,TFIP11
1821,TP53I13
1822,SLC4A2
1823,TBC1D16
1824,HECTD4
1825,ZNF746
1826,PGPEP1
1827,GARS-DT
1828,MBD3
1829,DHX16
1830,UPF3B
1831,CEPT1
1832,C2CD5
1833,PAN3
1834,ZNF431
1835,MFSD14C
1836,ZNF562
1837,SACM1L
1838,MED11
1839,PDP1
1840,XPNPEP1
1841,HSPBAP1
1842,ZNF428
1843,C19orf25
1844,DHX38
1845,MRS2
1846,ZNF100
1847,TBC1D17
1848,LONRF1
1849,ZNF830
1850,AP5M1
1851,REXO4
1852,SRRD
1853,CDK17
1854,YARS
1855,EZH1
1856,HSD17B14
1857,NEPRO
1858,CCDC174
1859,PHF5A
1860,ATE1
1861,ZHX1
1862,SCAP
1863,RAB2B
1864,SNX30
1865,FRAT1
1866,ZNF703
1867,NUDT14
1868,TRRAP
1869,UBN2
1870,BRD1
1871,C22orf39
1872,LPCAT3
1873,SYNE3
1874,CRCP
1875,CIZ1
1876,POGLUT1
1877,WDR20
1878,NAA16
1879,DVL3
1880,SNHG9
1881,INPP4A
1882,FOPNL
1883,MROH1
1884,C12orf4
1885,C1orf35
1886,MED23
1887,DTX2
1888,TMEM198B
1889,PPP1R21
1890,FAM193A
1891,THADA
1892,ARFGEF2
1893,AC141586.1
1894,TMEM206
1895,BRAP
1896,SHPRH
1897,FAM210B
1898,RRP36
1899,PPP3CC
1900,COMTD1
1901,CLASRP
1902,NOM1
1903,UAP1L1
1904,CLEC11A
1905,DLST
1906,SNRNP25
1907,TANGO2
1908,GBF1
1909,LINC00847
1910,RANBP3
1911,RING1
1912,KMT2E-AS1
1913,SVIP
1914,PWWP2B
1915,PPM1L
1916,NCOA6
1917,PMPCA
1918,HFE
1919,TMEM140
1920,PTPN23
1921,MYC
1922,USP5
1923,MAPKAPK5
1924,CTSF
1925,SEC24C
1926,ZNF322
1927,TMEM242
1928,TMEM164
1929,FOXJ3
1930,NDUFAF4
1931,WDR60
1932,KNOP1
1933,ARHGAP35
1934,FAM122A
1935,LEMD2
1936,SMG6
1937,CMTR2
1938,TBC1D10B
1939,COASY
1940,RAE1
1941,SLC25A13
1942,PPARA
1943,UXS1
1944,LRRC47
1945,CISD1
1946,KIF1C
1947,HEATR5A
1948,RRP8
1949,PARP6
1950,AP1G2
1951,CCDC137
1952,AC016876.2
1953,GALE
1954,NUP85
1955,CREB3
1956,NUPL2
1957,RNF216P1
1958,ABCF3
1959,RNF40
1960,LEMD3
1961,ARHGAP22
1962,INO80E
1963,AGGF1
1964,GON7
1965,OXLD1
1966,RSPH3
1967,NPEPL1
1968,SIGLEC7
1969,DNAJC25
1970,RTL8A
1971,WDTC1
1972,TMEM144
1973,ATG13
1974,SOCS4
1975,DCLRE1C
1976,CEP104
1977,RPP25
1978,IFFO1
1979,RPUSD3
1980,TRAF3
1981,PTRH2
1982,ENDOG
1983,C15orf61
1984,TERF2
1985,COQ8A
1986,PTS
1987,PEX13
1988,ANAPC4
1989,CLMN
1990,GTF2H3
1991,ZDHHC21
1992,C2orf49
1993,RPS6KC1
1994,KLHDC8B
1995,SLC40A1
1996,CD5L
1997,SPIC
1998,VCAM1
1999,CXCL12
2000,RBP7
2001,PRKCB
2002,SDC3
2003,P2RY13
2004,CXCR2P1
2005,SELENOP
2006,GCLC
2007,CALHM6
2008,ARL4C
2009,ADI1
2010,VAMP5
2011,TMEM37
2012,CLIC2
2013,SCIMP
2014,EBI3
2015,KCNMA1
2016,NAAA
2017,LILRB1
2018,EPB41L2
2019,CMKLR1
2020,VSIR
2021,AOAH
2022,SULT1A1
2023,FSCN1
2024,OAZ2
2025,RGL1
2026,SASH1
2027,TCF7L2
2028,LILRA5
2029,NOTCH3
2030,PLAC8
2031,BASP1
2032,PHACTR2
2033,CD72
2034,UTRN
2035,WWP1
2036,NAIP
2037,ENPP2
2038,DNPH1
2039,SNX18
2040,SLC7A8
2041,IGSF21
2042,ITGA9
2043,SUCNR1
2044,S100B
2045,NR1H3
2046,CETP
2047,SIAH2
2048,CD300A
2049,GFRA2
2050,SMPDL3A
2051,IFT74
2052,FRMD4A
2053,LIMD2
2054,NRARP
2055,LILRB2
2056,PLA2G7
2057,CYTOR
2058,TSPAN13
2059,ABI3
2060,VOPP1
2061,GIMAP4
2062,SIGLEC12
2063,EXT1
2064,TNFRSF21
2065,IL18BP
2066,CD38
2067,RNF141
2068,CCL4L2
2069,FRMD4B
2070,ETV5
2071,AXL
2072,C1orf54
2073,PALLD
2074,C11orf96
2075,ADGRE2
2076,BEX3
2077,MXD4
2078,HES4
2079,GIMAP8
2080,DAPK1
2081,GATM
2082,MMP19
2083,PPP1R12B
2084,NFATC2
2085,LGALS8
2086,CR1
2087,MYO9A
2088,SGPL1
2089,SESN3
2090,SARM1
2091,SHMT1
2092,RCSD1
2093,POU2F2
2094,CCND1
2095,ITGA4
2096,AIG1
2097,FGD2
2098,PID1
2099,GNG2
2100,JDP2
2101,TMC8
2102,SIGLEC10
2103,ADGRG6
2104,IFNAR2
2105,RASGRP2
2106,CD48
2107,CHST2
2108,PSTPIP2
2109,TCHH
2110,PARP1
2111,SLC16A9
2112,FAM49A
2113,AMPD2
2114,RGS1
2115,ABCC5
2116,TRIM22
2117,INPP5D
2118,NDFIP2
2119,SCN1B
2120,SLC48A1
2121,PDLIM2
2122,GRK3
2123,SLC23A2
2124,CD163L1
2125,PPM1N
2126,TCF7L1
2127,KIAA1147
2128,TXNDC16
2129,ARHGAP17
2130,RXRA
2131,PTPRJ
2132,BCAM
2133,IL16
2134,RAB3IL1
2135,NDST3
2136,CCDC151
2137,PRCP
2138,IGHA1
2139,STON2
2140,SLC44A2
2141,MERTK
2142,GCNT1
2143,SIGLEC7
2144,MARCKSL1
2145,HES1
2146,LILRA2
2147,LPCAT1
2148,NAPSB
2149,KIAA1217
2150,ATP11C
2151,MVB12B
2152,CD82
2153,ENTPD1
2154,MMD
2155,EPN1
2156,PAK1
2157,CD93
2158,CDKN1B
2159,MIR4435-2HG
2160,TMEM26
2161,AKNA
2162,PRADC1
2163,SECTM1
2164,APOL3
2165,DLGAP3
2166,PRKACB
2167,DPY19L3
2168,ITPR2
2169,LAG3
2170,PLVAP
2171,SLC8A1
2172,CCL4
2173,LTB
2174,ATP13A2
2175,FOXRED2
2176,RGS18
2177,CYSLTR1
2178,GIMAP7
2179,PTGER4
2180,RUFY3
2181,DYSF
2182,ANKS1A
2183,HIST1H1E
2184,LRMP
2185,DAAM2
2186,CISD2
2187,PIP4K2A
2188,FEZ1
2189,EHD1
2190,HLA-DOA
2191,SEC14L1
2192,IL10
2193,SLC22A23
2194,TMEM131
2195,PLCB2
2196,KCNJ10
2197,GIMAP6
2198,TMEM268
2199,CD33
2200,LILRA1
2201,ARHGAP4
2202,TCF4
2203,TNFSF10
2204,LBR
2205,SRC
2206,CCL3L1
2207,ADGRE1
2208,FUT8
2209,USP6NL
2210,ZZEF1
2211,CFP
2212,TSPAN4
2213,LINC01503
2214,KREMEN1
2215,WDR75
2216,SCLT1
2217,CRYBG3
2218,PPP1R3G
2219,BCL2
2220,TRIM14
2221,ARHGAP25
2222,C15orf39
2223,KCNJ2
2224,SNAP23
2225,PDK3
2226,CPPED1
2227,CEPT1
2228,PIK3CD
2229,SIGLEC11
2230,CHKA
2231,NMRK1
2232,CEACAM4
2233,MANCR
2234,ARHGAP15
2235,ME1
2236,CHD3
2237,GIMAP1
2238,AC004687.1
2239,GSTM4
2240,REPS1
2241,ARAP2
2242,GUCY1B1
2243,ADA
2244,UTP3
2245,SLC46A1
2246,AL365209.1
2247,NR4A3
2248,LYRM4
2249,ABCA1
2250,C5AR2
2251,PGPEP1
2252,GRASP
2253,GRIP1
2254,CABP4
2255,STAT1
2256,SMAD1
2257,PFKFB3
2258,MSRB2
2259,LRRC25
2260,GSR
2261,IKZF1
2262,TGFA
2263,PIK3R3
2264,AL645608.7
2265,NDST2
2266,LMO4
2267,SEL1L3
2268,ZDHHC14
2269,MCUR1
2270,MGME1
2271,RASSF5
2272,CNTLN
2273,CCDC152
2274,ARHGEF6
2275,PBX2
2276,NOC3L
2277,CREBL2
2278,CCDC88C
2279,HIPK2
2280,RIPOR1
2281,QPRT
2282,SIGLEC8
2283,PRKAR2B
2284,INPP4A
2285,COA1
2286,KMT5A
2287,ANKH
2288,ABCC1
2289,RHOBTB1
2290,CSK
2291,G0S2
2292,HIP1
2293,SMCO4
2294,CD300LF
2295,RABGAP1L
2296,FCMR
2297,CHST15
2298,PRKCA
2299,UST
2300,WAC-AS1
2301,C2
2302,CDK2AP1
2303,SLC9A9
2304,HPSE
2305,SGPP1
2306,YTHDF3
2307,ARHGAP27
2308,BBX
2309,EPOR
2310,ITSN1
2311,GABARAP
2312,HIC1
2313,RALGPS2
2314,TLE4
2315,TP53INP1
2316,RCHY1
2317,EVA1B
2318,EIF4E3
2319,TAF10
2320,PCCA
2321,DOCK5
2322,KIAA1109
2323,PAOX
2324,BRI3BP
2325,AC027290.2
2326,HMGB3
2327,MAP3K3
2328,TMC6
2329,ULK2
2330,PMVK
2331,CSGALNACT1
2332,TNFAIP8L2
2333,P2RY1
2334,COQ2
2335,BZW2
2336,PLXNC1
2337,PACSIN2
2338,IMPA2
2339,HLA-DQA1
2340,HCAR3
2341,CD68
2342,PLEKHO1
2343,SLC46A3
2344,IGF1
2345,C1GALT1
2346,PRR5
2347,ARL14EP
2348,TNRC6C-AS1
2349,NAA40
2350,CCNG2
2351,KCNC3
2352,MTR
2353,GALNT10
2354,TTYH2
2355,PHTF2
2356,ZNF503
2357,TBC1D8
2358,FGD6
2359,SERPINB9
2360,PIAS2
2361,SFT2D2
2362,DIP2A
2363,SLC2A8
2364,GBP4
2365,HEATR3
2366,HOTAIRM1
2367,SUSD6
2368,GSAP
2369,ECHDC3
2370,CPQ
2371,OTOA
2372,SNTB2
2373,WDFY3
2374,MAN2B1
2375,SELL
2376,ITGB5
2377,C20orf27
2378,STK10
2379,DENR
2380,SH3RF1
2381,TMEM87B
2382,SPATA6
2383,LRRK1
2384,MCM5
2385,NRBF2
2386,PLEKHA2
2387,DUSP2
2388,LPCAT2
2389,RIPOR2
2390,CD180
2391,CBR1
2392,TBC1D9
2393,AC018755.4
2394,NECTIN2
2395,MAT2B
2396,SEMA4D
2397,ZSWIM8
2398,IREB2
2399,MYC
2400,PIK3C2A
2401,ANKRD13A
2402,BIRC3
2403,GCLM
2404,EAF2
2405,NBPF1
2406,DIP2B
2407,SIN3B
2408,TBC1D1
2409,STARD3NL
2410,GNPDA1
2411,SENP6
2412,GNB5
2413,VPS37B
2414,ST3GAL5
2415,LRRC8C
2416,USP24
2417,SLC38A7
2418,MIOS
2419,ATG16L2
2420,PIKFYVE
2421,FES
2422,DDIT4
2423,HS6ST1
2424,ARHGEF12
2425,HPS3
2426,TLR8
2427,PDE4B
2428,CKS1B
2429,HIST1H4C
2430,IKBIP
2431,FARP1
2432,NBR1
2433,HIST2H2AC
2434,NDRG3
2435,FAM53C
2436,STARD7
2437,DAP
2438,PDGFC
2439,IDH2
2440,SELPLG
2441,ERO1B
2442,NCOA7
2443,NME2
2444,CNOT10
2445,CORO7
2446,MIR29B2CHG
2447,AP2A1
2448,FAM204A
2449,SWAP70
2450,SLC12A7
2451,SIGLEC14
2452,POU2F1
2453,ZNF467
2454,LFNG
2455,GMIP
2456,DENND6A
2457,ST6GAL1
2458,PLD1
2459,FLVCR2
2460,DOCK10
2461,SLC16A7
2462,TMPO
2463,NME4
2464,HK3
2465,SP140L
2466,KDM1B
2467,CERK
2468,RNF114
2469,CRYL1
2470,BRCA2
2471,CBX4
2472,NCK1-DT
2473,OTULINL
2474,ANKRD50
2475,NLRP3
2476,NFIA
2477,LOXL3
2478,NKG7
2479,OLFML2B
2480,ABHD6
2481,VAV1
2482,IRF2
2483,BATF3
2484,EXOC6
2485,PPM1F
2486,ERLIN2
2487,HEG1
2488,SLC19A1
2489,RIT1
2490,ICAM2
2491,TTYH3
2492,SLC29A1
2493,ITGAV
2494,STK32C
2495,FARP2
2496,ACER3
2497,BACE1
2498,RPL17
2499,CD1D
2500,CD2AP
2501,PLXNB2
2502,RUBCN
2503,KCNAB2
2504,USP32
2505,AC016747.1
2506,CHST7
2507,UBN1
2508,ATP8B4
2509,CCND3
2510,DELE1
2511,CTNND1
2512,QSER1
2513,VCPIP1
2514,YTHDC2
2515,SLC8B1
2516,CPNE2
2517,ARHGEF2
2518,KLHL18
2519,CCNY
2520,STRN
2521,PYGL
2522,FGD3
2523,DENND3
2524,STIM2
2525,SIGLEC9
2526,CDC42SE2
2527,ZBTB18
2528,GBP5
2529,GPBAR1
2530,COX16
2531,LILRB5
2532,COG2
2533,MOB3C
2534,MAN2A1
2535,ZNF710
2536,TPMT
2537,CUEDC1
2538,ITGAL
2539,ETV6
2540,KLHL2
2541,SYNRG
2542,BEX4
2543,STARD3
2544,RUBCNL
2545,BCL3
2546,WDR11
2547,IL1RAP
2548,AHSA2P
2549,ZNF141
2550,TANGO2
2551,ARIH2
2552,TPM1
2553,HERC1
2554,APH1B
2555,RERE
2556,UROS
2557,FABP3
2558,CEP63
2559,SREBF1
2560,NACC2
2561,CHCHD7
2562,HTT
2563,ZMYM2
2564,SRGAP1
2565,UHMK1
2566,JAK2
2567,ARHGAP12
2568,PRKAR2A
2569,SMYD4
2570,NUDT22
2571,CTSO
2572,BORCS5
2573,CARD9
2574,N4BP2L1
2575,MT-TP
2576,UHRF1BP1L
2577,GOT1
2578,KLHL7
2579,ZDHHC21
2580,KIAA0100
2581,WDR55
2582,STARD8
2583,ZBTB1
2584,TMUB2
2585,WDR70
2586,YEATS2
2587,IPO8
2588,SPATA20
2589,FBXO34
2590,RARRES3
2591,SPRY2
2592,GNL3L
2593,NFE2L1
2594,PANK2
2595,RELT
2596,NUDT16
2597,CCDC6
2598,IFIT2
2599,IL15
2600,VPS26B
2601,RHOBTB3
2602,FBXO9
2603,UHRF1BP1
2604,KIAA0232
2605,MTAP
2606,DHTKD1
2607,PCMTD1
2608,SAMD9
2609,TBC1D22A
2610,PSMB10
2611,CTDSPL2
2612,SRBD1
2613,MAVS
2614,PTPRM
2615,NFATC2IP
2616,IPMK
2617,RABGEF1
2618,MYO7A
2619,LILRA6
2620,PRXL2A
2621,SUMF1
2622,RAPGEF2
2623,TSEN34
2624,PLCL2
2625,CFAP97
2626,SNN
2627,APPL2
2628,GADD45A
2629,AFG3L2
2630,KIFAP3
2631,ENOX2
2632,KLHL15
2633,MT1F
2634,KLHL5
2635,CNEP1R1
2636,SLC37A2
2637,MAX
2638,TMIGD3
2639,PTER
2640,MX1
2641,KCNK6
2642,APAF1
2643,ATP10D
2644,NUP50
2645,AIFM1
2646,TEP1
2647,SUCLG2
2648,PSIP1
2649,GGCX
2650,MYOF
2651,TBC1D16
2652,MICU1
2653,BCL2L11
2654,UPF1
2655,FBXL20
2656,SYNJ1
2657,PPM1B
2658,VMO1
2659,TRIM26
2660,TSPAN15
2661,CBX1
2662,TMEM198B
2663,UBASH3B
2664,TMEM168
2665,ISOC2
2666,ZNF264
2667,ERAP1
2668,CLCN3
2669,HPRT1
2670,GAB2
2671,ADPRH
2672,RPS6KA4
2673,XPA
2674,CAMK2G
2675,MCCC1
2676,IDH3A
2677,KIF1BP
2678,C19orf38
2679,ABCC3
2680,ABTB1
2681,AKAP10
2682,HIST1H1C
2683,PMS1
2684,RASA3
2685,DGLUCY
2686,CKAP5
2687,CCDC170
2688,MED11
2689,DENND1A
2690,CEP68
2691,XPR1
2692,SPECC1
2693,USP40
2694,ZBTB11
2695,GTF2I
2696,TK2
2697,SGSH
2698,ACP2
2699,TMCC1
2700,MCCC2
2701,RPAP3
2702,PPP6R2
2703,MAN2A2
2704,TMEM106B
2705,EZH1
2706,SNTB1
2707,PPARGC1B
2708,PPARA
2709,KAT2B
2710,GTF3C1
2711,DVL3
2712,MTLN
2713,YLPM1
2714,INAFM2
2715,PLEKHM1
2716,GART
2717,UBA3
2718,ZBTB25
2719,MRPL17
2720,SNX11
2721,ZNF124
2722,PNPO
2723,PDHB
2724,NHLRC2
2725,RAB35
2726,GIMAP2
2727,CDK11B
2728,WDR6
2729,TRIM69
2730,DNASE1L1
2731,GAB3
2732,PIP5K1C
2733,PPP1R21
2734,PPM1M
2735,JADE2
2736,AC244090.1
2737,POM121
2738,TOR4A
2739,MAP3K7
2740,ING3
2741,CNPPD1
2742,NBPF14
2743,APEX2
2744,FBH1
2745,TRRAP
2746,TP53
2747,CASP10
2748,PSMB8-AS1
2749,FAM168A
2750,SOCS4
2751,APOL1
2752,RFK
2753,LEO1
2754,CUL4B
2755,C18orf32
2756,ATE1
2757,MED14
2758,CARD8-AS1
2759,IDE
2760,SLC49A4
2761,ATP7A
2762,FRG1HP
2763,CPT2
2764,TUBGCP3
2765,NT5DC1
2766,DCAF8
2767,ZNF580
2768,ALDOA
2769,HERC3
2770,C8orf33
2771,SMC2
2772,MAPK9
2773,TP53TG1
2774,TRAPPC2B
2775,AKAP7
2776,FRG1CP
2777,FKBP2
2778,RNF14
2779,SOCS1
2780,UFSP2
2781,MTCO1P12
2782,MTND1P23
2783,DDIT4
2784,HLA-DRB5
2785,HILPDA
2786,RPL10P9
2787,SLC16A10
2788,ZNF292
2789,ADAM28
2790,VEGFA
2791,P4HA1
2792,ERO1A
2793,PFKFB3
2794,TLR2
2795,RGS1
2796,HK2
2797,KDM5B
2798,ADM
2799,C15orf48
2800,BNIP3
2801,BASP1
2802,AL450405.1
2803,INSIG2
2804,SDC2
2805,HLA-DQA1
2806,FGFR1
2807,PRKAG2-AS1
2808,IGHA1
2809,ARL4C
2810,ADAM8
2811,BCAT1
2812,CYTIP
2813,AP000769.1
2814,FAM13A
2815,EGLN3
2816,PRKAG2
2817,PHC2
2818,HLA-DQB1
2819,ISG20
2820,MXI1
2821,SLC2A5
2822,PTK2B
2823,AFF1
2824,NUPR1
2825,HIF1A-AS2
2826,ENO2
2827,ANKRD37
2828,EMD
2829,ENPP4
2830,MXD1
2831,ZNF395
2832,SULF2
2833,VMO1
2834,CDCP1
2835,SYTL3
2836,IL1R1
2837,DEPP1
2838,CD300A
2839,MTND4P12
2840,NDRG1
2841,APOD
2842,TCF4
2843,RAPGEF1
2844,PDE4B
2845,EGLN1
2846,SLC2A1
2847,IL4I1
2848,AMPD3
2849,ARMCX3
2850,DOCK4
2851,ARID5B
2852,PDK1
2853,SLC35E1
2854,RNMT
2855,CLN8
2856,PAPOLG
2857,ZMYM2
2858,ANG
2859,LUCAT1
2860,GBE1
2861,PPP1R3B
2862,HIPK2
2863,FTX
2864,FAM162A
2865,ALDOC
2866,GNA15
2867,RHOH
2868,MPZL1
2869,SLC11A2
2870,MTSS1
2871,TBC1D8
2872,OIP5-AS1
2873,SIPA1L1
2874,ANGPTL4
2875,FCGR2C
2876,JARID2
2877,RLF
2878,PHF20
2879,CARD19
2880,AC021078.1
2881,BCL2
2882,ARHGAP5
2883,PIK3CB
2884,GPAT4
2885,GPRC5A
2886,TMF1
2887,CTTNBP2NL
2888,KDM3A
2889,GPI
2890,VHL
2891,AL390719.1
2892,TET2
2893,TUBGCP2
2894,RICTOR
2895,KCTD20
2896,CD93
2897,PFKFB4
2898,ST8SIA4
2899,NGLY1
2900,YEATS2
2901,AXL
2902,FAM49A
2903,CBWD1
2904,ZBTB25
2905,LPCAT1
2906,PCNX1
2907,SERPINE1
2908,SRGAP1
2909,SEC14L1
2910,RNF145
2911,IL18R1
2912,AC025164.1
2913,CERK
2914,PLEKHO1
2915,RELB
2916,RAB8B
2917,SNHG12
2918,WIPI1
2919,UBE2H
2920,SEC24A
2921,ARID3A
2922,ASH1L
2923,PHF20L1
2924,ACOT9
2925,CHST15
2926,TOR1AIP2
2927,RHBDF2
2928,PRDM1
2929,ATP8B4
2930,FAM210A
2931,H1F0
2932,DNAJC1
2933,SGTB
2934,USP37
2935,CSNK2A1
2936,HIST3H2A
2937,SNAPC1
2938,SPP1
2939,BANP
2940,PDGFB
2941,DNAJB9
2942,CDC42SE2
2943,BTG3
2944,CDKN1B
2945,USP12
2946,ANKZF1
2947,KMT2A
2948,SLCO4A1
2949,FNIP1
2950,IL1R2
2951,CDK16
2952,CHSY1
2953,DGKA
2954,FAM129B
2955,UBA6
2956,ZCCHC2
2957,DENND3
2958,C3
2959,FUT11
2960,SERPINB9
2961,NFIL3
2962,SLC25A37
2963,NBEAL1
2964,NPEPPS
2965,GBP2
2966,HTRA1
2967,FILIP1L
2968,DCP2
2969,ELL
2970,PIK3IP1
2971,LCOR
2972,A2M
2973,DDIT3
2974,RIC1
2975,PID1
2976,USP47
2977,MIR181A1HG
2978,RAB6A
2979,HERC4
2980,KDM2A
2981,LIMD1
2982,UBA1
2983,BEST1
2984,DUSP4
2985,ZNF160
2986,RDH11
2987,NRP2
2988,KDM7A
2989,RASSF2
2990,PELI1
2991,CCL20
2992,NSD3
2993,CREBRF
2994,ACKR3
2995,TNFAIP8
2996,IL1RAP
2997,RB1CC1
2998,ZNF654
2999,RSF1
3000,GK
3001,TNFAIP6
3002,PDK3
3003,USP53
3004,LPIN2
3005,SETD5
3006,CCNT2
3007,GNA12
3008,ESYT2
3009,SAR1B
3010,NKTR
3011,GGA2
3012,TMEM176B
3013,NUP58
3014,PHF3
3015,PUM2
3016,CYLD
3017,BRWD3
3018,YPEL3
3019,HMBOX1
3020,CUX1
3021,MKLN1
3022,CREB3
3023,FRYL
3024,MALT1
3025,NAV1
3026,SERINC2
3027,COX20
3028,ABI2
3029,IL6R
3030,TRPS1
3031,PPTC7
3032,BRWD1
3033,PHF10
3034,TMEM140
3035,PARVB
3036,HPS3
3037,ATG12
3038,MBOAT7
3039,SCD
3040,ANKLE2
3041,MAN2A1
3042,SNX8
3043,NQO2
3044,OAT
3045,AREG
3046,MANF
3047,CYTH4
3048,MOB1B
3049,ITGAV
3050,BIN1
3051,HSPA13
3052,ATF5
3053,SLC36A4
3054,AC006001.3
3055,LUZP1
3056,KDM4B
3057,CLDND1
3058,AKNA
3059,TUT7
3060,DDX39B
3061,NFAT5
3062,CCNG2
3063,MDM2
3064,TBC1D22A
3065,TCEAL9
3066,MIR29B2CHG
3067,TRIM13
3068,OSER1
3069,SAMD8
3070,ESCO1
3071,ANPEP
3072,PGPEP1
3073,WDR45B
3074,CCDC107
3075,UBR5
3076,ALDOA
3077,PEAK1
3078,ZFC3H1
3079,LPAR6
3080,AC011529.1
3081,KLHL24
3082,CD300E
3083,CCDC130
3084,RBM6
3085,PHF1
3086,RBM5
3087,LONP1
3088,HELZ
3089,CXXC5
3090,RHOC
3091,SEC24D
3092,FAM126B
3093,MSL1
3094,SP3
3095,METTL9
3096,MORC3
3097,GAB2
3098,NECTIN2
3099,MMP19
3100,TBC1D9
3101,SNX13
3102,TBK1
3103,MINDY2
3104,UBXN2B
3105,LILRB4
3106,SIAH2
3107,RCAN1
3108,RIN3
3109,RELA
3110,EAF1
3111,ACSL3
3112,RUNX3
3113,KAT6A
3114,USP34
3115,HECTD1
3116,TFG
3117,SPEN
3118,PSMA6
3119,RALA
3120,OXSR1
3121,KCNE1
3122,SORL1
3123,PEA15
3124,POLR2J3-1
3125,ARID4A
3126,IMPAD1
3127,SETD2
3128,RNF4
3129,MT1X
3130,CHD6
3131,SIK3
3132,CCDC82
3133,EPM2AIP1
3134,F11R
3135,UBE2Z
3136,AGO1
3137,RAF1
3138,HSPA6
3139,RSBN1
3140,MED28
3141,WBP1L
3142,ING1
3143,RF00017-71
3144,AGO3
3145,ZNF791
3146,SERTAD2
3147,PCNX4
3148,FYTTD1
3149,TFPI
3150,FBRS
3151,JMJD6
3152,SEMA4A
3153,ARHGAP24
3154,KANSL1
3155,BTAF1
3156,MECP2
3157,SBNO1
3158,LRRFIP2
3159,AC104695.4
3160,BCL3
3161,TMEM176A
3162,MAML2
3163,KCMF1
3164,HPS5
3165,BROX
3166,TMEM51
3167,ZNF385A
3168,SMIM3
3169,LGALS8
3170,CUL3
3171,SNHG15
3172,DNAJB2
3173,AC100810.1
3174,ITGA5
3175,SSH1
3176,PDE8A
3177,NECAP1
3178,GPBP1L1
3179,MARK3
3180,TWF1
3181,SLC44A1
3182,HBP1
3183,ARRDC2
3184,PLXNC1
3185,TMCO3
3186,ITPRID2
3187,AKAP10
3188,GABPB1-IT1
3189,G0S2
3190,IDS
3191,NF1
3192,PIKFYVE
3193,RERE
3194,CASC3
3195,RPA2
3196,NUP62
3197,CSNK1E
3198,CTNNBL1
3199,TRIM56
3200,TOM1
3201,ZKSCAN1
3202,WDFY2
3203,CHD7
3204,PPP2R2A
3205,POLR2H
3206,TRNAU1AP
3207,DCAF6
3208,MBNL2
3209,AP1G1
3210,ZMYND8
3211,SLC25A36
3212,RAB5B
3213,NUTM2B-AS1
3214,POGZ
3215,MTHFR
3216,RASSF3
3217,TUT4
3218,NFKB2
3219,SMNDC1
3220,UBAP1
